label,kind,n_prompt,n_gen,target,weights_id,max_context,prefill_chunk,mtp_draft_tokens,proposal_head,decode_path,kv_cache,kv_payload_bytes,load_host_to_device_bytes,weights_capacity_bytes,sequence_capacity_bytes,workspace_capacity_bytes,request_transient_capacity_bytes,cuda_graph_allowance_bytes,workspace_peak_bytes,workspace_allocator_peak_bytes,spec_rounds,spec_fallback_steps,spec_acceptance_rate,repetitions,prefill_tok_s_mean,prefill_tok_s_stddev,decode_output_tok_s_mean,decode_output_tok_s_stddev,decode_engine_tok_s_mean,decode_engine_tok_s_stddev,prepare_seconds_mean,prefill_seconds_mean,decode_seconds_mean,total_seconds_mean
pp512+tg128,pp+tg,512,128,qwen3_8_27b,folded-ternary,640,1024,0,full,cuda_graph,rk2v4-e8,8519680,5930360832,5930366976,325012224,113095680,0,67108864,113095680,90476544,0,0,,5,43.22665476,0.6077676825,16.48840798,0.1429759412,16.48840798,0.1429759412,9.0378e-06,11.84644821,7.763498095,19.61067897
