label,kind,n_prompt,n_gen,target,weights_id,max_context,prefill_chunk,mtp_draft_tokens,proposal_head,decode_path,kv_cache,kv_payload_bytes,load_host_to_device_bytes,weights_capacity_bytes,sequence_capacity_bytes,workspace_capacity_bytes,request_transient_capacity_bytes,cuda_graph_allowance_bytes,workspace_peak_bytes,workspace_allocator_peak_bytes,spec_rounds,spec_fallback_steps,spec_acceptance_rate,repetitions,prefill_tok_s_mean,prefill_tok_s_stddev,decode_output_tok_s_mean,decode_output_tok_s_stddev,decode_engine_tok_s_mean,decode_engine_tok_s_stddev,prepare_seconds_mean,prefill_seconds_mean,decode_seconds_mean,total_seconds_mean
tg128,tg,0,128,qwen3_8_27b,folded-ternary,513,1024,0,full,cuda_graph,bf16,37748736,7189880832,7189886976,352940800,90592256,0,67108864,90592256,142336,0,0,,5,,,55.90394562,11.48429704,55.90394562,11.48429704,1.7454e-06,,2.358051704,2.412066611
tg512,tg,0,512,qwen3_8_27b,folded-ternary,513,1024,0,full,cuda_graph,bf16,37748736,7189880832,7189886976,352940800,90592256,0,67108864,90592256,142336,0,0,,5,,,41.87555763,1.640466544,41.87555763,1.640466544,1.7514e-06,,12.24192102,12.33635297
